input,answer,model_response
"What medication should be used to reduce the risk for all-cause mortality, major adverse cardiovascular events, and stroke in adults with type 2 diabetes?","Use a GLP-1 agonist to reduce the risk for all-cause mortality, major adverse cardiovascular events, and stroke in adults with type 2 diabetes.","Use a GLP-1 agonist to reduce the risk for all-cause mortality, major adverse cardiovascular events, and stroke in adults with type 2 diabetes."
"In ICUs where advanced cerebral monitoring is not routinely used, what should be the target mean arterial pressure for comatose cardiac arrest survivors, assuming no clinical concerns or evidence of adverse consequences?","In ICUs where advanced cerebral monitoring is not in routine use, target a mean arterial pressure >80 mm Hg in comatose cardiac arrest survivors unless there are clinical concerns or evidence of adverse consequences.","In ICUs where advanced cerebral monitoring is not in routine use, target a mean arterial pressure >80 mm Hg in comatose cardiac arrest survivors unless there are clinical concerns or evidence of adverse consequences."
"What diagnostic criteria should be used for allergic bronchopulmonary aspergillosis (ABPA), including the specific IgE threshold and preferred serological test?","The revised ISHAM diagnostic criteria for allergic bronchopulmonary aspergillosis (ABPA) should be used, including a lower total serum IgE threshold of ≥500 IU/mL and use of Aspergillus IgG levels instead of serum precipitins.","The 2021 ISHAM/ABPA Consensus criteria should be used for diagnosis of allergic bronchopulmonary aspergillosis (ABPA), including a total IgE ≥500 IU/mL and Aspergillus fumigatus-specific IgE ≥0.35 kUA/L, with serum testing preferred over skin testing."
What interventional treatment should be considered as an alternative to medical management for patients with ischemic stroke due to severe intracranial atherosclerosis?,Submaximal balloon angioplasty without stenting should be considered as an alternative to medical management for patients with ischemic stroke due to severe intracranial atherosclerosis.,Submaximal balloon angioplasty without stenting should be considered as an alternative to medical management for patients with ischemic stroke due to severe intracranial atherosclerosis.
What assessment tool should be used to identify high-risk patients and plan their care in trauma cases?,Use the Trauma-Specific Frailty Index (TSFI) to identify high risk patients and plan their care.,Use the Trauma-Specific Frailty Index (TSFI) to identify high risk patients and plan their care.
What antibiotic is an effective first-line option for treatment of acute simple cystitis in adult females?,"For treatment of acute simple cystitis in adult females, pivmecillinam is an effective first-line option.","For treatment of acute simple cystitis in adult females, pivmecillinam is an effective first-line option."
What are the conditions under which methylphenidate may be considered for children 6 years and older and adolescents with ADHD?,"For children 6 years old and above and adolescents who have an attention deficit hyperactivity disorder (ADHD) diagnosis, methylphenidate may be considered, provided that ADHD symptoms are still causing persistent significant impairment after environmental modifications, a careful assessment has been conducted, informed decision-making is supported, and prescription is made by or in consultation with a specialist.","Methylphenidate may be considered for children 6 years and older and adolescents with ADHD, with the decision to treat and choice of agent individualized and based on clinician judgment and patient and family preferences, goals, and values."
"When performing imaging in crystal-induced arthropathies (CiAs), which areas should be considered?","When performing imaging in crystal-induced arthropathies (CiAs), both symptomatic areas and disease-specific target sites (i.e., first metatarsophalangeal in gout, knee and wrist in CPPD, shoulder in BCPD) should be considered.","When performing imaging in crystal-induced arthropathies (CiAs), areas outside of the typical sites for gout (first metatarsophalangeal joint) such as the shoulder, elbow, wrist, hip, knee, and midfoot should be considered."
Which calculator should be used to estimate 10-year atherosclerotic cardiovascular disease risk in US populations?,Use the 2023 PREVENT calculator rather than the 2013 pooled cohort equations to estimate 10-year atherosclerotic cardiovascular disease risk in US populations.,Use the 2023 Goff et al calculator rather than the 2013 Pooled Cohort Equations to estimate 10-year atherosclerotic cardiovascular disease risk in US populations.
What should patients with refractory secondary Raynaud's phenomenon be evaluated for?,Patients with refractory secondary Raynaud's phenomenon should be evaluated for digital artery reconstruction.,Patients with refractory secondary Raynaud's phenomenon should be evaluated for digital artery reconstruction.
"What pneumococcal vaccination is suggested for most adults with indications for pneumococcal vaccination, rather than using PCV20 alone or PCV15 followed by PPSV23?","PCV21 is suggested for pneumococcal vaccination in most adults with indications for pneumococcal vaccination, rather than PCV20 alone or PCV15 followed by PPSV23.","PCV21 is suggested for pneumococcal vaccination in most adults with indications for pneumococcal vaccination, rather than PCV20 alone or PCV15 followed by PPSV23."
"After what duration of effective TB treatment should patients be considered non-infectious or at low likelihood of infectiousness, regardless of sputum bacteriologic status?","Persons with TB on effective treatment for at least five days should be considered non-infectious or low likelihood of infectiousness, regardless of sputum bacteriologic status during treatment (i.e., smear-microscopy, NAAT or culture status), with certain exceptions.","Patients who have been on effective TB treatment for three months or more should be considered non-infectious or at low likelihood of infectiousness, regardless of sputum bacteriologic status."
What treatment should be used for large vessel occlusion stroke in the 4.5 to 24 hour window when mechanical thrombectomy is not available?,Tenecteplase should be used for large vessel occlusion stroke in the 4.5 to 24 hour window when mechanical thrombectomy is not available.,Tenecteplase should be used for large vessel occlusion stroke in the 4.5 to 24 hour window when mechanical thrombectomy is not available.
What are the requirements for RhD testing and prophylaxis in RhD negative patients who are less than 12 0/7 weeks of gestation undergoing pregnancy termination or experiencing pregnancy loss?,Patients <12 0/7 weeks of gestation undergoing pregnancy termination or experiencing pregnancy loss do not require RhD testing and prophylaxis if RhD negative.,Patients <12 0/7 weeks of gestation undergoing pregnancy termination or experiencing pregnancy loss do not require RhD testing and prophylaxis if RhD negative.
"What is the preferred staining method for direct detection of Treponema pallidum in formalin-fixed, paraffin-embedded tissue sections from any anatomic site?","Immunohistochemistry is preferred over silver staining for formalin-fixed, paraffin-embedded tissue sections regardless of anatomic site for the direct detection of Treponema pallidum.","Immunohistochemistry is preferred over silver staining for formalin-fixed, paraffin-embedded tissue sections from any anatomic site for the detection of Treponema pallidum."
What prophylactic intervention should be used to reduce the risk of severe COVID-19 in selected immunocompromised patients expected to have suboptimal immune response to vaccination?,Adjunctive pre-exposure prophylaxis with the monoclonal antibody pemivibart should be used to reduce the risk of severe COVID-19 in selected immunocompromised patients expected to have suboptimal immune response to vaccination.,"Adjunctive with antirejection therapy, use of belatacept should be considered to reduce the risk of severe COVID-19 in selected immunocompromised patients expected to have suboptimal immune response to vaccination."
Who should be permitted to perform brain death/death by neurologic criteria (BD/DNC) evaluations?,Only attending clinicians who are adequately trained and competent should perform brain death/death by neurologic criteria (BD/DNC) evaluations.,Only attending clinicians who are adequately trained and competent should perform brain death/death by neurologic criteria (BD/DNC) evaluations.
What should be included in all standard TNE evaluations?,"All standard TNE evaluations should include an assessment of the position of any central lines, an exclusion of pericardial effusion, and surveillance for potential complications such as thrombosis and/or vegetations.",All standard TNE evaluations should include an assessment of the presence and severity of TR.
What type of imaging should clinicians use for surveillance of lung cancer recurrence during the first two years after treatment?,"Clinicians should use a diagnostic or low-dose chest computed tomography (CT) that includes the adrenals, without contrast (preferred) or with contrast (when indicated) when conducting surveillance for recurrence during the first two years post treatment for lung cancer.","Clinicians should use non-contrast chest CT over 18F-FDG PET/CT, chest MRI, or chest ultrasound for surveillance of lung cancer recurrence during the first two years after treatment."
What is the recommended screening approach for hearing loss in older patients during healthcare encounters?,Clinicians should screen patients aged 50 years and older for hearing loss at the time of a health care encounter.,Clinicians should screen patients aged 50 years and older for hearing loss at the time of a health care encounter.
What medications should be considered for patients with multiply relapsed follicular lymphoma?,Epcoritamab or mosunetuzumab should be considered for patients with multiply relapsed follicular lymphoma.,Epcoritamab or mosunetuzumab should be considered for patients with multiply relapsed follicular lymphoma.
What treatment regimen should be used for cryptococcal infections in resource-limited settings?,"In resource-limited settings, liposomal amphotericin B (10 mg/kg once) followed by flucytosine and fluconazole should be used for treating cryptococcal infections.","In resource-limited settings, liposomal amphotericin B (10 mg/kg once) followed by flucytosine and fluconazole should be used for treating cryptococcal infections."
What interventions can be considered in patients with acute isolated meniscal tears undergoing surgical repair to improve outcomes?,Bone Marrow Venting or Platelet Rich Plasma can be considered in patients with acute isolated meniscal tears undergoing surgical repair to improve outcomes.,Bone Marrow Venting or Platelet Rich Plasma can be considered in patients with acute isolated meniscal tears undergoing surgical repair to improve outcomes.
What temperature management protocol should be implemented for adults who do not follow commands after return of spontaneous circulation (ROSC)?,"Provide temperature control for all adults who do not follow commands after return of spontaneous circulation (ROSC). Maintain temperature ≤37.5°C for fever prevention, or select and maintain a constant temperature between 32°C and 37.5°C.",Implement targeted temperature management with constant temperature at 36°C for adults who do not follow commands after return of spontaneous circulation (ROSC).
"What components should be included in all standard TNE studies, and what additional measurement may be considered?","All standard TNE studies should include transmitral flow (E/A ratio, IVRT) and a measure of LA size. Measurement of pulmonary vein velocities may be considered.","All standard TNE studies should include transmitral flow (E/A ratio, IVRT) and a measure of pulmonary vein velocity time integral, with assessment of pulmonary venous atrial reversal (Artery PI, PV S/D ratio) considered."
How should permanent contraception procedures be categorized in terms of medical necessity and timing?,"Permanent contraception should be considered a medically indicated, time-sensitive procedure rather than an elective one.","Permanent contraception should be considered a medically indicated, time-sensitive procedure rather than an elective one."
What is the recommended first-line diagnostic imaging modality and anatomical coverage for evaluating the aorta and its pathologies?,"As the first line diagnostic modality, CTA from the common carotid to the common femoral arteries is recommended for imaging the aorta and its pathologies.","For suspected aortic pathologies, CTA from the root to the pelvis is recommended as the first-line diagnostic modality."
What medication should be considered for treatment of adults with alcohol dependence post-detoxification?,Baclofen should be considered for treatment of adults with alcohol dependence post-detoxification.,Baclofen should be considered for treatment of adults with alcohol dependence post-detoxification.
What should clinicians use to counsel patients with a detectable PSA about their risk of clinical progression?,"Clinicians should use prognostic factors (e.g., PSA doubling time, Gleason Grade Group, pathologic stage, surgical margin status, validated post-prostatectomy genomic classifier and/or positron emission tomography imaging results) to counsel patients with a detectable PSA about their risk of clinical progression.","Clinicians should use prognostic factors (e.g., PSA doubling time, pathologic findings, molecular markers) to counsel patients with a detectable PSA about their risk of clinical progression."
What are the recommended blood glucose targets and monitoring frequency for glycemic control in critically ill adults and children?,Blood glucose targets of 7.8 to 11.1 mmol/L (140 to 200 mg/dL) with frequent monitoring (≤1 hourly) are recommended for glycemic control in critically ill adults and children.,Blood glucose targets of 7.8 to 11.1 mmol/L (140 to 200 mg/dL) with frequent monitoring (≤1 hourly) are recommended for glycemic control in critically ill adults and children.
What treatment should be used for patients with acne?,Use salicylic acid for patients with acne.,Patients with acne should be treated with either a fixed-dose combination of adapalene 0.3% and benzoyl peroxide 2.5% or trifarotene 0.005%.
What additional treatment should be added for patients with localized uncontrolled atopic dermatitis that is refractory to mid-high-potency topical treatment?,"In patients with localized uncontrolled atopic dermatitis refractory to mid-high–potency topical treatment, add a time and body area-limited trial of occlusive low-mid–potency topical corticosteroid therapy.","In patients with localized uncontrolled atopic dermatitis refractory to mid-high-potency topical treatment, add a time- and area-limited potent topical therapy (e.g., a class I–III topical agent) for which the patient has not developed a contraindication."
What should pathologists ensure regarding PD-L1 immunohistochemistry assays in terms of specimen types and fixatives?,Pathologists should ensure appropriate validation has been performed on all specimen types and fixatives for PD-L1 immunohistochemistry assays.,Pathologists should ensure appropriate validation has been performed on all specimen types and fixatives for PD-L1 immunohistochemistry assays.
"What treatment is recommended to improve ambulatory status, sphincter function, and reduce pain in patients with symptomatic spine bone metastases, including those causing compression of the spinal cord or cauda equina?","RT is recommended to improve ambulatory status, sphincter function, and reduce pain in patients with symptomatic spine bone metastases, including those causing compression of the spinal cord or cauda equina.","RT is recommended to improve ambulatory status, sphincter function, and reduce pain in patients with symptomatic spine bone metastases, including those causing compression of the spinal cord or cauda equina."
What is the recommended fluid resuscitation protocol for patients with acute pancreatitis?,"Moderately aggressive fluid resuscitation with lactated Ringer's solution should be started for patients with acute pancreatitis, defined as a bolus of 10 mL/kg followed by infusion of 1.5 mL/kg/hour, with additional boluses given if a patient has evidence of hypovolemia.",Moderately aggressive fluid resuscitation with lactated Ringer's solution (30 mL/kg bolus followed by 10 mL/kg/h for 24 hours) is recommended for patients with acute pancreatitis.
What antibiotic prophylaxis should be given to patients with traumatic brain injury who require endotracheal intubation to decrease the risk of ventilator-associated pneumonia?,A single dose of ceftriaxone 2 g IV should be given to patients with traumatic brain injury who require endotracheal intubation to decrease the risk of ventilator-associated pneumonia.,A single dose of ceftriaxone 2 g IV should be given to patients with traumatic brain injury who require endotracheal intubation to decrease the risk of ventilator-associated pneumonia.
What should be offered in addition to routine education about the dangers of alcohol use during pregnancy?,"Offer psychosocial interventions (e.g. information sessions, self-help groups, cognitive behavioral therapy) in addition to routine education about the dangers of alcohol use during pregnancy.",Offer additional information where appropriate in addition to routine education about the dangers of alcohol use during pregnancy.
"What should be included in all standard TNE assessments, and what specific measures should be included in PDA evaluation?",All standard TNE should include an assessment for the presence and directionality of shunts. Evaluation of the PDA should include measures of LA volume loading and SBF.,"All standard TNE should include an assessment for the presence of congenital heart disease and pulmonary hypertension. Evaluation of the PDA should include measures of diameter, left pulmonary artery size, and diastolic flow pattern in the descending aorta."
How should hypertensive emergency be managed according to current clinical practice guidelines?,Manage hypertensive emergency as recommended in the 2017 multisociety hypertension clinical practice guideline.,Manage hypertensive emergency as recommended in the 2020 AHA/ACC Hypertension Guideline.
"What are the recommendations for EEG monitoring in cardiac arrest patients, including timing of initiation and duration of monitoring?",Monitor for seizures and status epilepticus with EEG as early as possible after cardiac arrest and during the rewarming phase if temperature control with a hypothermic temperature target is used. Continue EEG monitoring for 72 to 120 hours after cardiac arrest in patients who fail to recover consciousness.,"Initiation of EEG monitoring is recommended within the first 24 hours after cardiac arrest, with monitoring continued for at least 72 hours post–cardiac arrest or longer if patients remain comatose."
"What type of system should hospitals deploy for non-ICU patients, and what components should this system include?","Hospitals should deploy rapid response systems (i.e., RRT/MET) for non-ICU patients that include explicit activation criteria for obtaining help from a designated response team.","Hospitals should deploy rapid response systems (RRS) for non-ICU patients that include standardized activation criteria, a designated response team, and a process for escalating care."
